Code de la commune,Nom de la commune,Nature de la modification,date d'effet ,Code commune associée,Ancien code de la commune
64269,Idron-Ousse-Sendets,Commune se séparant,01-01-1989,64329,
64269,Idron,Commune se séparant,11-03-2001,64439,
64269,Idron,Commune se séparant,11-03-2001,64518,
64278,Ithorots-Olhaïby,Fusion (commune absorbée),01-08-1973,64049,
64300,Lacq,Fusion (commune absorbante),01-09-1972,64076,
64329,Lée,Fusion (commune absorbée),01-01-1973,64269,
64329,Lée,Rétablissement,01-01-1989,64269,
64333,Lendresse,Fusion (commune absorbée),01-01-1972,64396,
64349,Loubieng,Fusion (commune absorbée),01-01-1973,64367,
64349,Loubieng,Rétablissement,20-01-1978,64367,
64367,Maslacq,Fusion (commune absorbante),01-01-1973,64179,
64367,Maslacq,Fusion (commune absorbante),01-01-1973,64349,
64367,Maslacq,Commune se séparant,20-01-1978,64179,
64367,Maslacq,Commune se séparant,20-01-1978,64349,
64384,Mifaget,Fusion (commune absorbée),01-01-1973,64148,
64396,Mont,Fusion (commune absorbante),01-01-1972,64030,
64396,Mont,Fusion (commune absorbante),01-01-1972,64248,
64396,Mont,Fusion (commune absorbante),01-01-1972,64333,
64402,Montestrucq,Fusion (commune absorbée),01-01-1973,64440,
64417,Nay-Bourdettes,Fusion (commune absorbante),01-01-1973,64145,
64417,Nay,Commune se séparant,01-01-1997,64145,
64430,Orthez,Fusion (commune absorbante),01-01-1973,64497,
64439,Ousse,Fusion (commune absorbée),01-01-1973,64269,
64439,Ousse,Rétablissement,11-03-2001,64269,
64440,Ozenx,Fusion (commune absorbante),01-01-1973,64402,
64461,Puyo-Bellocq-Ramous,Fusion (commune absorbante),01-01-1973,64108,
64461,Puyo-Bellocq-Ramous,Fusion (commune absorbante),01-01-1973,64462,
64461,Puyoô,Commune se séparant,01-01-1984,64108,
64461,Puyoô,Commune se séparant,01-01-1984,64462,
64462,Ramous,Fusion (commune absorbée),01-01-1973,64461,
64462,Ramous,Rétablissement,01-01-1984,64461,
64497,Sainte-Suzanne,Fusion (commune absorbée),01-01-1973,64430,
64518,Sendets,Fusion (commune absorbée),01-01-1973,64269,
64518,Sendets,Rétablissement,11-03-2001,64269,
64553,Viellenave-sur-Bidouze,Fusion (commune absorbée),01-01-1973,64113,
65003,Adervielle-Pouchergues,Fusion (commune absorbante),01-01-1988,65365,
65008,Anéran-Camors,Fusion (commune absorbée),01-01-1979,65141,
65032,Arrens-Marsous,Fusion (commune absorbante),01-01-1973,65302,
65054,Avezac-Prat-Lahitte,Fusion (commune absorbante),01-01-1973,65246,
65099,Bordères-Louron,Fusion (commune absorbante),01-01-1973,65227,
65141,Cazaux-Fréchet-Anéran-Camors,Fusion (commune absorbante),01-01-1979,65008,
65227,Ilhan,Fusion (commune absorbée),01-01-1973,65099,
65246,Lahitte,Fusion (commune absorbée),01-01-1973,65054,
65302,Marsous,Fusion (commune absorbée),01-01-1973,65032,
65365,Pouchergues,Fusion (commune absorbée),01-01-1988,65003,
66005,Angoustrine-Villeneuve-des-Escaldes,Fusion (commune absorbante),01-03-1973,66229,
66010,Ayguatébia-Talau,Fusion (commune absorbante),01-01-1983,66200,
66025,Bourg-Madame,Fusion (commune absorbante),01-06-1973,66031,
66031,Caldégas,Fusion (commune absorbée),01-06-1973,66025,
66037,Canet-en-Roussillon-Saint-Nazaire,Fusion (commune absorbante),01-01-1972,66186,
66037,Canet-en-Roussillon,Commune se séparant,15-11-1983,66186,
66087,Illas,Fusion (commune absorbée),20-06-1972,66106,
66099,Llauro,Fusion (commune absorbée),01-03-1973,66134,
66099,Llauro,Rétablissement,30-09-1989,66134,
66100,Llo,Fusion (commune absorbée),08-10-1974,66167,
66100,Llo,Rétablissement,28-03-1984,66167,
66106,Maureillas-las-Illas,Fusion (commune absorbante),20-06-1972,66087,
66106,Maureillas-las-Illas,Fusion (commune absorbante),20-06-1972,66163,
66127,Opoul-Périllos,Fusion (commune absorbante),01-01-1972,66135,
66130,Osséja,Fusion (commune absorbante),24-04-1972,66220,
66130,Osséja,Commune se séparant,01-01-1985,66220,
66134,Passa-Llauro-Tordères,Fusion (commune absorbante),01-03-1973,66099,
66134,Passa-Llauro-Tordères,Fusion (commune absorbante),01-03-1973,66211,
66134,Passa,Commune se séparant,30-09-1989,66099,
66134,Passa,Commune se séparant,30-09-1989,66211,
66135,Périllos,Fusion (commune absorbée),01-01-1972,66127,
66161,Ria-Sirach-Urbanya,Fusion (commune absorbante),01-03-1973,66219,
66161,Ria-Sirach,Commune se séparant,21-02-1983,66219,
66163,Riunoguès,Fusion (commune absorbée),20-06-1972,66106,
66167,Saillagouse-Llo,Fusion (commune absorbante),08-10-1974,66100,
66167,Saillagouse,Commune se séparant,28-03-1984,66100,
66186,Saint-Nazaire,Fusion (commune absorbée),01-01-1972,66037,
66186,Saint-Nazaire,Rétablissement,15-11-1983,66037,
66200,Talau,Fusion (commune absorbée),01-01-1983,66010,
66211,Tordères,Fusion (commune absorbée),01-03-1973,66134,
66211,Tordères,Rétablissement,30-09-1989,66134,
66219,Urbanya,Fusion (commune absorbée),01-03-1973,66161,
66219,Urbanya,Rétablissement,21-02-1983,66161,
66220,Valcebollère,Fusion (commune absorbée),24-04-1972,66130,
66220,Valcebollère,Rétablissement,01-01-1985,66130,
66229,Villeneuve-des-Escaldes,Fusion (commune absorbée),01-03-1973,66005,
67007,Altenstadt,Fusion (commune absorbée),01-01-1975,67544,
67012,Aschbach,Fusion (commune absorbée),01-07-1974,67484,
67012,Aschbach,Rétablissement,01-01-1988,67484,
67015,Avenheim,Fusion (commune absorbée),01-05-1972,67452,
67024,Behlenheim,Fusion (commune absorbée),15-07-1974,67495,
67026,Bellefosse,Fusion (commune absorbée),01-04-1974,67513,
67026,Bellefosse,Rétablissement,01-01-1992,67513,
67027,Belmont,Fusion (commune absorbée),01-04-1974,67513,
67027,Belmont,Rétablissement,01-01-1992,67513,
67034,Berstett,Fusion (commune absorbante),01-04-1972,67157,
67034,Berstett,Fusion (commune absorbante),01-04-1972,67393,
67034,Berstett,Fusion (commune absorbante),01-04-1972,67419,
67042,Birlenbach,Fusion (commune absorbée),01-08-1972,67104,
67057,Bosselshausen,Fusion (commune absorbée),01-03-1974,67242,
67057,Bosselshausen,Rétablissement,01-01-2007,67242,
67061,Bouxwiller,Fusion (commune absorbante),01-03-1973,67171,
67061,Bouxwiller,Fusion (commune absorbante),01-03-1973,67219,
67061,Bouxwiller,Fusion (commune absorbante),01-03-1973,67399,
67064,Bremmelbach,Fusion (commune absorbée),01-01-1973,67074,
67074,Cleebourg,Fusion (commune absorbante),01-01-1973,67064,
67104,Drachenbronn-Birlenbach,Fusion (commune absorbante),01-08-1972,67042,
67108,Duppigheim,Fusion (commune absorbante),01-06-1974,67247,
67108,Duppigheim,Commune se séparant,01-01-1983,67247,
67114,Eberbach-Woerth,Fusion (commune absorbée),01-09-1973,67176,
67122,Wangenbourg-Engenthal,Fusion (commune absorbante),01-11-1974,67518,
67144,Fouday,Fusion (commune absorbée),01-01-1975,67513,
67144,Fouday,Rétablissement,01-01-1992,67513,
67157,Gimbrett,Fusion (commune absorbée),01-04-1972,67034,
67160,Goersdorf,Fusion (commune absorbante),01-01-1973,67294,
67163,Gougenheim,Fusion (commune absorbante),01-02-1973,67406,
67163,Gougenheim,Commune se séparant,01-01-1986,67406,
67170,Griesbach,Fusion (commune absorbée),01-09-1973,67176,
67171,Griesbach-le-Bastberg,Fusion (commune absorbée),01-03-1973,67061,
67176,Gundershoffen,Fusion (commune absorbante),01-09-1973,67114,
67176,Gundershoffen,Fusion (commune absorbante),01-09-1973,67170,
67193,Hermerswiller,Fusion (commune absorbée),01-01-1975,67206,
67206,Hoffen,Fusion (commune absorbante),01-01-1975,67193,
67206,Hoffen,Fusion (commune absorbante),01-01-1975,67262,
67211,Hohwiller,Fusion (commune absorbée),01-07-1982,67474,
67219,Imbsheim,Fusion (commune absorbée),01-03-1973,67061,
67224,Irmstett,Fusion (commune absorbée),01-01-1975,67442,
67228,Neugartheim-Ittlenheim,Fusion (commune absorbante),01-01-1973,67318,
67242,Kirrwiller-Bosselshausen,Fusion (commune absorbante),01-03-1974,67057,
67242,Kirrwiller,Commune se séparant,01-01-2007,67057,
67243,Kleinfrankenheim,Fusion (commune absorbée),01-05-1972,67452,
67247,Kolbsheim,Fusion (commune absorbée),01-06-1974,67108,
67247,Kolbsheim,Rétablissement,01-01-1983,67108,
67251,Kuhlendorf,Fusion (commune absorbée),01-07-1972,67339,
67262,Leiterswiller,Fusion (commune absorbée),01-01-1975,67206,
67263,Lembach,Fusion (commune absorbante),01-09-1972,67284,
67284,Mattstall,Fusion (commune absorbée),01-09-1972,67263,
67294,Mitschdorf,Fusion (commune absorbée),01-01-1973,67160,
67316,Nehwiller-près-Woerth,Fusion (commune absorbée),01-11-1972,67388,
67318,Neugartheim,Fusion (commune absorbée),01-01-1973,67228,
67323,Niederbetschdorf,Fusion (commune absorbée),14-03-1971,67339,
67332,Niederseebach,Fusion (commune absorbée),01-11-1974,67351,
67339,Betschdorf,Fusion (commune absorbante),14-03-1971,67323,
67339,Betschdorf,Fusion (commune absorbante),01-07-1972,67251,
67339,Betschdorf,Fusion (commune absorbante),01-07-1972,67390,
67339,Betschdorf,Fusion (commune absorbante),01-07-1972,67457,
67340,Oberbronn-Zinswiller,Fusion (commune absorbante),01-02-1974,67558,
67340,Oberbronn,Commune se séparant,31-12-1992,67558,
67347,Modern,Fusion (commune absorbante),01-01-1974,67562,
67349,Oberroedern,Fusion (commune absorbée),01-07-1974,67484,
67349,Oberroedern,Rétablissement,01-01-1989,67484,
67351,Seebach,Fusion (commune absorbante),01-11-1974,67332,
67357,Offenheim,Fusion (commune absorbée),01-05-1972,67485,
67376,Bischtroff-sur-Sarre,Fusion (commune absorbée),01-03-1972,67435,
67388,Reichshoffen,Fusion (commune absorbante),01-11-1972,67316,
67390,Reimerswiller,Fusion (commune absorbée),01-07-1972,67339,
67393,Reitwiller,Fusion (commune absorbée),01-04-1972,67034,
67399,Riedheim,Fusion (commune absorbée),01-03-1973,67061,
67406,Rohr,Fusion (commune absorbée),01-02-1973,67163,
67406,Rohr,Rétablissement,01-01-1986,67163,
67419,Rumersheim,Fusion (commune absorbée),01-04-1972,67034,
67435,Sarrewerden,Fusion (commune absorbante),01-03-1972,67376,
67435,Sarrewerden,Fusion (commune absorbante),01-03-1972,67561,
67442,Scharrachbergheim-Irmstett,Fusion (commune absorbante),01-01-1975,67224,
67452,Schnersheim,Fusion (commune absorbante),01-05-1972,67015,
67452,Schnersheim,Fusion (commune absorbante),01-05-1972,67243,
67457,Schwabwiller,Fusion (commune absorbée),01-07-1972,67339,
67474,Soultz-sous-Forêts,Fusion (commune absorbante),01-07-1982,67211,
67484,Stundwiller,Fusion (commune absorbante),01-07-1974,67012,
67484,Stundwiller,Fusion (commune absorbante),01-07-1974,67349,
67484,Stundwiller,Commune se séparant,01-01-1988,67012,
67484,Stundwiller,Commune se séparant,01-01-1989,67349,
67485,Stutzheim-Offenheim,Fusion (commune absorbante),01-05-1972,67357,
67495,Truchtersheim,Fusion (commune absorbante),15-07-1974,67024,
67513,Ban-de-la-Roche,Fusion (commune absorbante),01-04-1974,67026,
67513,Ban-de-la-Roche,Fusion (commune absorbante),01-04-1974,67027,
67513,Ban-de-la-Roche,Fusion (commune absorbante),01-01-1975,67144,
67513,Waldersbach,Commune se séparant,01-01-1992,67026,
67513,Waldersbach,Commune se séparant,01-01-1992,67027,
67513,Waldersbach,Commune se séparant,01-01-1992,67144,
67518,Wangenbourg,Fusion (commune absorbée),01-11-1974,67122,
67530,Wickersheim-Wilshausen,Fusion (commune absorbante),01-01-1973,67533,
67532,Willgottheim,Fusion (commune absorbante),01-07-1972,67549,
67533,Wilshausen,Fusion (commune absorbée),01-01-1973,67530,
67544,Wissembourg,Fusion (commune absorbante),01-01-1975,67007,
67549,Woellenheim,Fusion (commune absorbée),01-07-1972,67532,
67558,Zinswiller,Fusion (commune absorbée),01-02-1974,67340,
67558,Zinswiller,Rétablissement,31-12-1992,67340,
67561,Zollingen,Fusion (commune absorbée),01-03-1972,67435,
67562,Zutzendorf,Fusion (commune absorbée),01-01-1974,67347,
68003,Altenbach,Fusion (commune absorbée),01-01-1973,68106,
68018,Balschwiller,Fusion (commune absorbante),01-10-1972,68339,
68053,Brinighoffen,Fusion (commune absorbée),01-08-1972,68081,
68081,Saint-Bernard,Fusion (commune absorbante),01-08-1972,68053,
68106,Goldbach-Altenbach,Fusion (commune absorbante),01-01-1973,68003,
68145,Horbourg-Wihr,Fusion (commune absorbante),01-01-1973,68369,
68192,Valdieu-Lutran,Fusion (commune absorbante),01-01-1973,68346,
68216,Mooslargue,Fusion (commune absorbante),01-07-1975,68236,
68220,Moyen-Muespach,Fusion (commune absorbée),01-09-1972,68221,
68221,Muespach,Fusion (commune absorbante),01-09-1972,68220,
68236,Niederlarg,Fusion (commune absorbée),01-07-1975,68216,
68339,Ueberkumen,Fusion (commune absorbée),01-10-1972,68018,
68346,Valdieu,Fusion (commune absorbée),01-01-1973,68192,
68369,Wihr-en-Plaine,Fusion (commune absorbée),01-01-1973,68145,
69011,Arbuissonnas,Fusion (commune absorbée),01-01-1976,69172,
69066,Cours-la-Ville,Fusion (commune absorbante),01-03-1974,69262,
69079,Durette,Fusion (commune absorbée),01-01-1973,69165,
69165,Régnié-Durette,Fusion (commune absorbante),01-01-1973,69079,
69172,Salles-Arbuissonnas-en-Beaujolais,Fusion (commune absorbante),01-01-1976,69011,
69262,Ville,Fusion (commune absorbée),01-03-1974,69066,
69274,Crépieux-la-Pape,Fusion (commune absorbée),15-12-1972,69286,
69286,Rillieux-la-Pape,Fusion (commune absorbante),15-12-1972,69274,
69299,Colombier-Saugnieu,Changement de département,01-04-1971,,38119
70004,Adelans-et-le-Val-de-Bithaine,Fusion (commune absorbante),01-01-1994,70073,
70025,Arbecey,Fusion (commune absorbée),31-12-1972,70427,
70025,Arbecey,Rétablissement,01-07-1977,70427,
70031,Athesans-Étroitefontaine,Fusion (commune absorbante),31-12-1972,70223,
70033,Aubertans,Fusion (commune absorbée),31-12-1972,70059,
70034,Aubigney,Fusion (commune absorbée),31-12-1972,70101,
70045,Avrigney-Virey,Fusion (commune absorbante),31-12-1972,70570,
70058,Beaujeu-Saint-Vallier-Pierrejux-et-Quitteur,Fusion (commune absorbante),31-12-1972,70434,
70059,Beaumotte-lès-Montbozon-et-Aubertans,Fusion (commune absorbante),31-12-1972,70033,
70068,Betoncourt-les-Ménétriers,Fusion (commune absorbée),31-12-1972,70373,
70073,Bithaine-et-le-Val,Fusion (commune absorbée),01-01-1994,70004,
70101,Broye-lès-Pesmes-Aubigney-Montseugny,Fusion (commune absorbante),31-12-1972,70034,
70101,Broye-lès-Pesmes-Aubigney-Montseugny,Fusion (commune absorbante),31-12-1972,70370,
70108,Bussurel,Fusion (commune absorbée),31-12-1972,70285,
70110,Byans,Fusion (commune absorbée),31-12-1972,70285,
70117,Châlonvillars-Mandrevillars,Fusion (commune absorbante),31-12-1972,70330,
70117,Châlonvillars,Commune se séparant,01-01-1989,70330,
70122,Champlitte,Fusion (commune absorbante),31-12-1972,70123,
70122,Champlitte,Fusion (commune absorbante),31-12-1972,70300,
70122,Champlitte,Fusion (commune absorbante),31-12-1972,70333,
70122,Champlitte,Fusion (commune absorbante),31-12-1972,70354,
70122,Champlitte,Fusion (commune absorbante),31-12-1972,70382,
70122,Champlitte,Fusion (commune absorbante),01-07-1974,52210,
70123,Champlitte-la-Ville,Fusion (commune absorbée),31-12-1972,70122,
70131,Charentenay,Fusion (commune absorbée),31-12-1972,70492,
70139,Château-Lambert,Fusion (commune absorbée),31-12-1972,70283,
70161,Colombe-lès-Bithaine,Fusion (commune absorbée),31-12-1972,70195,
70173,Corcelles,Fusion (commune absorbée),31-12-1972,70477,
70191,Cubry-lès-Soing,Fusion (commune absorbée),31-12-1972,70492,
70195,Dambenoît-lès-Colombe,Fusion (commune absorbante),31-12-1972,70161,
70197,Dampierre-sur-Linotte,Fusion (commune absorbante),31-12-1972,70424,
70197,Dampierre-sur-Linotte,Fusion (commune absorbante),31-12-1972,70508,
70209,Échevanne,Fusion (commune absorbée),01-04-1973,70528,
70223,Étroitefontaine,Fusion (commune absorbée),31-12-1972,70031,
70241,Fontenis,Fusion (commune absorbée),31-12-1972,70447,
70246,Fouvent-le-Bas,Fusion (commune absorbée),01-07-1973,70247,
70247,Fouvent-Saint-Andoche,Fusion (commune absorbante),01-07-1973,70246,
70247,Fouvent-Saint-Andoche,Fusion (commune absorbante),01-07-1973,70458,
70252,Framont,Fusion (commune absorbante),31-12-1972,70365,
70270,Gonvillars,Fusion (commune absorbée),31-12-1972,70477,
70283,Haut-du-Them-Château-Lambert,Fusion (commune absorbante),31-12-1972,70139,
70285,Héricourt,Fusion (commune absorbante),31-12-1972,70108,
70285,Héricourt,Fusion (commune absorbante),31-12-1972,70110,
70292,Jussey,Fusion (commune absorbante),31-12-1972,70391,
70300,Leffond,Fusion (commune absorbée),31-12-1972,70122,
70309,Loulans-les-Forges,Fusion (commune absorbante),02-10-1970,70543,
70330,Mandrevillars,Fusion (commune absorbée),31-12-1972,70117,
70330,Mandrevillars,Rétablissement,01-01-1989,70117,
70333,Margilley,Fusion (commune absorbée),31-12-1972,70122,
70346,Mignafans,Fusion (commune absorbée),31-12-1972,70487,
70354,Montarlot-lès-Champlitte,Fusion (commune absorbée),31-12-1972,70122,
70365,Mont-le-Frânois,Fusion (commune absorbée),31-12-1972,70252,
70370,Montseugny,Fusion (commune absorbée),31-12-1972,70101,
70373,Roche-Morey,Fusion (commune absorbante),31-12-1972,70068,
70373,Roche-Morey,Fusion (commune absorbante),31-12-1972,70465,
70373,Roche-Morey,Fusion (commune absorbante),31-12-1972,70495,
70377,Nantouard,Fusion (commune absorbée),31-12-1972,70466,
70379,Nervezain,Fusion (commune absorbée),28-01-1970,70525,
70382,Neuvelle-lès-Champlitte,Fusion (commune absorbée),31-12-1972,70122,
70391,Noroy-lès-Jussey,Fusion (commune absorbée),31-12-1972,70292,
70424,Presle,Fusion (commune absorbée),31-12-1972,70197,
70427,Purgerot-Arbecey,Fusion (commune absorbante),31-12-1972,70025,
70427,Purgerot,Commune se séparant,01-07-1977,70025,
70434,Quitteur,Fusion (commune absorbée),31-12-1972,70058,
70447,Rioz,Fusion (commune absorbante),31-12-1972,70241,
70458,Saint-Andoche,Fusion (commune absorbée),01-07-1973,70247,
70465,Saint-Julien,Fusion (commune absorbée),31-12-1972,70373,
70466,Saint-Loup-Nantouard,Fusion (commune absorbante),31-12-1972,70377,
70477,Saulnot,Fusion (commune absorbante),31-12-1972,70173,
70477,Saulnot,Fusion (commune absorbante),31-12-1972,70270,
70487,Senargent-Mignafans,Fusion (commune absorbante),31-12-1972,70346,
70492,Soing-Cubry-Charentenay,Fusion (commune absorbante),31-12-1972,70131,
70492,Soing-Cubry-Charentenay,Fusion (commune absorbante),31-12-1972,70191,
70495,Suaucourt-et-Pisseloup,Fusion (commune absorbée),31-12-1972,70373,
70508,Trevey,Fusion (commune absorbée),31-12-1972,70197,
70525,Vauconcourt-Nervezain,Fusion (commune absorbante),28-01-1970,70379,
70528,Velesmes-Échevanne,Fusion (commune absorbante),01-04-1973,70209,
70543,Verchamp,Fusion (commune absorbée),02-10-1970,70309,
70570,Virey,Fusion (commune absorbée),31-12-1972,70045,
71014,Autun,Fusion (commune absorbante),15-07-1973,71414,
71014,Autun,Fusion (commune absorbante),15-07-1973,71467,
71014,Autun,Commune se séparant,01-10-1985,71414,
71049,Bourgneuf-Val-d'Or,Fusion (commune absorbée),01-02-1971,71294,
71053,Bragny-en-Charollais,Fusion (commune absorbée),01-01-1972,71490,
71056,Branges,Fusion (commune absorbée),01-07-1973,71263,
71056,Branges,Rétablissement,01-03-1979,71263,
71083,Champlieu,Fusion (commune absorbée),01-02-1971,71193,
71101,Charette-Varennes,Fusion (commune absorbante),01-01-1997,71560,
71114,Châteaurenaud,Fusion (commune absorbée),01-07-1973,71263,
71193,Étrigny,Fusion (commune absorbante),01-02-1971,71083,
71211,Géanges,Fusion (commune absorbée),01-01-2003,71443,
71260,Loché,Fusion (commune absorbée),01-07-1972,71270,
71263,Louhans,Fusion (commune absorbante),01-07-1973,71056,
71263,Louhans,Fusion (commune absorbante),01-07-1973,71114,
71263,Louhans,Fusion (commune absorbante),01-07-1973,71528,
71263,Louhans,Commune se séparant,01-03-1979,71056,
71263,Louhans,Commune se séparant,01-03-1979,71528,
71270,Mâcon,Fusion (commune absorbante),01-07-1972,71260,
71270,Mâcon,Fusion (commune absorbante),01-01-1972,71432,
71270,Mâcon,Fusion (commune absorbante),01-01-1972,71511,
71294,Mercurey,Fusion (commune absorbante),01-02-1971,71049,
71351,Pierre-de-Bresse,Fusion (commune absorbante),01-01-1973,71536,
71353,Plottes,Fusion (commune absorbée),01-01-1973,71543,
71353,Plottes,Rétablissement,11-03-2001,71543,
71414,Saint-Forgeot,Fusion (commune absorbée),15-07-1973,71014,
71414,Saint-Forgeot,Rétablissement,01-10-1985,71014,
71418,Saint-Germain-des-Rives,Fusion (commune absorbée),01-01-1973,71557,
71432,Saint-Jean-le-Priche,Fusion (commune absorbée),01-01-1972,71270,
71443,Saint-Loup-Géanges,Fusion (commune absorbante),01-01-2003,71211,
71467,Saint-Pantaléon,Fusion (commune absorbée),15-07-1973,71014,
71476,Saint-Romain-des-Îles,Fusion (commune absorbée),01-01-1975,71481,
71481,Saint-Symphorien-d'Ancelles,Fusion (commune absorbante),01-01-1975,71476,
71490,Saint-Vincent-Bragny,Fusion (commune absorbante),01-01-1972,71053,
71511,Sennecé-lès-Mâcon,Fusion (commune absorbée),01-01-1972,71270,
71528,Sornay,Fusion (commune absorbée),01-07-1973,71263,
71528,Sornay,Rétablissement,01-03-1979,71263,
71536,Terrans,Fusion (commune absorbée),01-01-1973,71351,
71543,Tournus,Fusion (commune absorbante),01-01-1973,71353,
71543,Tournus,Commune se séparant,11-03-2001,71353,
71557,Varenne-Saint-Germain,Fusion (commune absorbante),01-01-1973,71418,
71560,Varenne-sur-le-Doubs,Fusion (commune absorbée),01-01-1997,71101,
71569,Vérizet,Fusion (commune absorbée),01-01-1969,71584,
71584,Viré,Fusion (commune absorbante),01-01-1969,71569,
72206,Montfort-le-Rotrou,Fusion (commune absorbée),01-11-1985,72241,
72241,Montfort-le-Gesnois,Fusion (commune absorbante),01-11-1985,72206,
73003,Aigueblanche,Fusion (commune absorbante),22-04-1971,73037,
73003,Aigueblanche,Fusion (commune absorbante),22-04-1971,73125,
73003,Aigueblanche,Fusion (commune absorbante),22-04-1971,73319,
73003,Aigueblanche,Fusion (commune absorbante),18-07-1972,73024,
73003,Aigueblanche,Commune se séparant,01-01-1988,73024,
73006,Aime,Fusion (commune absorbante),06-12-1972,73291,
73006,Aime,Fusion (commune absorbante),06-12-1972,73325,
73006,Aime,Fusion (commune absorbante),12-02-1973,73148,
73009,Albanne,Fusion (commune absorbée),01-01-1970,73173,
73010,Albens,Fusion (commune absorbante),29-09-1972,73016,
73013,Albiez-Montrond,Fusion (commune absorbante),20-09-1972,73174,
73016,Ansigny,Fusion (commune absorbée),29-09-1972,73010,
73024,Avanchers,Fusion (commune absorbée),18-07-1972,73003,
73024,Avanchers-Valmorel,Rétablissement,01-01-1988,73003,
73035,Beaune,Fusion (commune absorbée),13-09-1972,73261,
73037,Bellecombe,Fusion (commune absorbée),22-04-1971,73003,
73060,Celliers,Fusion (commune absorbée),30-06-1972,73187,
73102,Doucy,Fusion (commune absorbée),30-06-1972,73187,
73125,Grand-Coeur,Fusion (commune absorbée),22-04-1971,73003,
73136,Héry,Fusion (commune absorbée),01-01-1971,73303,
73148,Longefoy,Fusion (commune absorbée),12-02-1973,73006,
73172,Montpascal,Fusion (commune absorbée),21-11-1972,73203,
73173,Montricher-Albanne,Fusion (commune absorbante),01-01-1970,73009,
73174,Montrond,Fusion (commune absorbée),20-09-1972,73013,
73185,Naves,Fusion (commune absorbée),30-06-1972,73187,
73187,Léchère,Fusion (commune absorbante),30-06-1972,73060,
73187,Léchère,Fusion (commune absorbante),30-06-1972,73102,
73187,Léchère,Fusion (commune absorbante),30-06-1972,73185,
73187,Léchère,Fusion (commune absorbante),30-06-1972,73199,
73187,Léchère,Fusion (commune absorbante),30-06-1972,73209,
73199,Petit-Coeur,Fusion (commune absorbée),30-06-1972,73187,
73203,Pontamafrey-Montpascal,Fusion (commune absorbante),21-11-1972,73172,
73209,Pussy,Fusion (commune absorbée),30-06-1972,73187,
73251,Saint-Laurent-de-la-Côte,Fusion (commune absorbée),01-01-1971,73257,
73257,Saint-Martin-de-Belleville,Fusion (commune absorbante),01-01-1971,73251,
73261,Saint-Michel-de-Maurienne,Fusion (commune absorbante),13-09-1972,73035,
73261,Saint-Michel-de-Maurienne,Fusion (commune absorbante),13-09-1972,73295,
73291,Tessens,Fusion (commune absorbée),06-12-1972,73006,
73295,Thyl,Fusion (commune absorbée),13-09-1972,73261,
73303,Ugine,Fusion (commune absorbante),01-01-1971,73136,
73319,Villargerel,Fusion (commune absorbée),22-04-1971,73003,
73325,Villette,Fusion (commune absorbée),06-12-1972,73006,
74006,Allonzier-la-Caille,Fusion (commune absorbante),01-01-1973,74023,
74013,Anthy-sur-Léman,Fusion (commune absorbée),01-01-1974,74281,
74013,Anthy-sur-Léman,Rétablissement,01-01-1983,74281,
74014,Arâches,Fusion (commune absorbante),01-01-1974,74132,
74017,Arcine,Fusion (commune absorbée),01-01-1974,74077,
74023,Avregny,Fusion (commune absorbée),01-01-1973,74006,
74028,Balmont,Fusion (commune absorbée),01-01-1973,74268,
74039,Bonneguête,Fusion (commune absorbée),01-01-1974,74095,
74040,Bonne,Fusion (commune absorbante),01-01-1973,74149,
74077,Clarafond,Fusion (commune absorbante),01-01-1974,74017,
74095,Crempigny-Bonneguête,Fusion (commune absorbante),01-01-1974,74039,
74106,Draillant,Fusion (commune absorbée),01-01-1974,74210,
74106,Draillant,Rétablissement,19-02-2001,74210,
74113,Ésery,Fusion (commune absorbée),01-01-1974,74220,
74115,Esserts-Salève,Fusion (commune absorbée),01-01-1974,74185,
74125,Ferrières,Fusion (commune absorbée),01-01-1973,74217,
74132,Frasse,Fusion (commune absorbée),01-01-1974,74014,
74149,Loëx,Fusion (commune absorbée),01-01-1973,74040,
74166,Marin,Fusion (commune absorbée),01-01-1973,74281,
74166,Marin,Rétablissement,25-05-1995,74281,
74185,Monnetier-Mornex,Fusion (commune absorbante),01-01-1974,74115,
74203,Novel,Fusion (commune absorbée),01-01-1974,74237,
74203,Novel,Rétablissement,01-01-1983,74237,
74210,Perrignier,Fusion (commune absorbante),01-01-1974,74106,
74210,Perrignier,Commune se séparant,19-02-2001,74106,
74217,Pringy,Fusion (commune absorbante),01-01-1973,74125,
74220,Reignier,Fusion (commune absorbante),01-01-1974,74113,
74227,Saint-André-Val-de-Fier,Fusion (commune absorbée),01-01-1974,74274,
74236,Saint-Gervais-les-Bains,Fusion (commune absorbante),01-01-1974,74248,
74237,Saint-Gingolph,Fusion (commune absorbante),01-01-1974,74203,
74237,Saint-Gingolph,Commune se séparant,01-01-1983,74203,
74246,Saint-Martin-sur-Arve,Fusion (commune absorbée),15-02-1977,74256,
74248,Saint-Nicolas-de-Véroce,Fusion (commune absorbée),01-01-1974,74236,
74251,Saint-Roch,Fusion (commune absorbée),01-01-1972,74256,
74256,Sallanches,Fusion (commune absorbante),01-01-1972,74251,
74256,Sallanches,Fusion (commune absorbante),15-02-1977,74246,
74268,Seynod,Fusion (commune absorbante),01-01-1973,74028,
74274,Val-de-Fier,Fusion (commune absorbante),01-01-1974,74227,
